wr_id,cat,region,base_kw,title,has5,body_len
547,학교폭력,군산,학교폭력출석정지,군산 학교폭력출석정지 | 군산 학교폭력출석정지 처분을 받으면 수업과 시험은 어떻게 처리되나요?,1,2114
546,학교폭력,순천,학폭맞폭,순천 학폭맞폭 | 순천 먼저 폭행을 당한 뒤 대응한 경우에도 맞폭으로 처분될 수 있나요?,1,2013
545,성범죄,춘천,성범죄 압수수색,춘천 성범죄 압수수색 | 춘천 성범죄 사건으로 휴대폰 압수수색을 받으면 어떤 절차를 확인해야 하나요?,1,2183
544,성범죄,진주,미성년자성매매,진주 미성년자성매매 변호사 | 진주 상대방의 나이를 몰랐어도 미성년자성매매로 처벌될 수 있나요?,1,2172
543,성범죄,원주,성적목적공공장소침입,원주 성적목적공공장소침입 변호사 | 원주 화장실에 잘못 들어간 경우에도 성범죄 혐의를 받을 수 있나요?,1,2261
542,성범죄,의정부,불법촬영물소지,의정부 불법촬영물소지 변호사 | 의정부 다른 사람이 보낸 불법촬영물을 저장하면 소지죄가 성립할 수 있나요?,1,2174
541,형사,포항,감금죄,포항 감금죄 변호사 | 포항 상대방의 이동을 잠시 막은 경우에도 감금죄로 처벌될 수 있나요?,1,2182
540,형사,김천구미,사기방조,김천구미 사기방조 변호사 | 김천구미 계좌나 휴대폰을 빌려준 행위만으로 사기방조 혐의를 받을 수 있나요?,1,2266
539,형사,안양,증거인멸죄,안양 증거인멸죄 변호사 | 안양 수사 전에 휴대폰이나 자료를 삭제하면 증거인멸죄가 성립할 수 있나요?,1,2126
538,형사,평택,전기통신금융사기,평택 전기통신금융사기 변호사 | 평택 피해금이 입금된 계좌 명의자도 형사책임을 질 수 있나요?,1,2431
537,학교폭력,,학교폭력출석정지,학교폭력출석정지 | 학교폭력출석정지 처분을 받으면 수업과 시험은 어떻게 처리되나요?,1,2114
536,학교폭력,,학폭맞폭,학폭맞폭 | 먼저 폭행을 당한 뒤 대응한 경우에도 맞폭으로 처분될 수 있나요?,1,2013
535,성범죄,,성범죄 압수수색,성범죄 압수수색 | 성범죄 사건으로 휴대폰 압수수색을 받으면 어떤 절차를 확인해야 하나요?,1,2183
534,성범죄,,미성년자성매매,미성년자성매매 변호사 | 상대방의 나이를 몰랐어도 미성년자성매매로 처벌될 수 있나요?,1,2172
533,성범죄,,성적목적공공장소침입,성적목적공공장소침입 변호사 | 화장실에 잘못 들어간 경우에도 성범죄 혐의를 받을 수 있나요?,1,2261
532,성범죄,,불법촬영물소지,불법촬영물소지 변호사 | 다른 사람이 보낸 불법촬영물을 저장하면 소지죄가 성립할 수 있나요?,1,2174
531,형사,,감금죄,감금죄 변호사 | 상대방의 이동을 잠시 막은 경우에도 감금죄로 처벌될 수 있나요?,1,2182
530,형사,,사기방조,사기방조 변호사 | 계좌나 휴대폰을 빌려준 행위만으로 사기방조 혐의를 받을 수 있나요?,1,2266
529,형사,,증거인멸죄,증거인멸죄 변호사 | 수사 전에 휴대폰이나 자료를 삭제하면 증거인멸죄가 성립할 수 있나요?,1,2126
528,형사,,전기통신금융사기,전기통신금융사기 변호사 | 피해금이 입금된 계좌 명의자도 형사책임을 질 수 있나요?,1,2431
527,학교폭력,안산,학교폭력전학,안산 학교폭력전학 | 안산 학교폭력전학 처분을 받으면 어떤 절차로 다툴 수 있나요?,1,2360
526,학교폭력,전주,학폭위피해자,전주 학폭위피해자 | 전주 학폭위피해자로 출석할 때 피해 사실은 어떻게 정리해야 하나요?,1,2346
525,성범죄,천안,불법촬영 피의자,천안 불법촬영 피의자 | 천안 불법촬영 피의자로 조사받으면 휴대폰 제출 전에 무엇을 확인해야 하나요?,1,2440
524,성범죄,남양주,준강간 증거,남양주 준강간 증거 | 남양주 준강간 혐의에서 당시 대화 내역과 동선은 어떻게 활용되나요?,1,2369
523,성범죄,부천,강제추행 증거,부천 강제추행 증거 | 부천 강제추행 사건에서 CCTV가 없으면 어떤 증거가 중요하게 보이나요?,1,2311
522,성범죄,청주,성범죄 기소,청주 성범죄 기소 | 청주 성범죄 사건에서 기소 여부는 어떤 기준으로 결정되나요?,1,2395
521,형사,성남,사이버모욕죄,성남 사이버모욕죄 | 성남 온라인 댓글로 사이버모욕죄 고소를 당하면 어떻게 대응해야 하나요?,1,2360
520,형사,창원,보이스피싱 방조,창원 보이스피싱 방조 | 창원 보이스피싱 방조 혐의를 받으면 몰랐다는 주장을 어떻게 입증해야 하나요?,1,2467
519,형사,고양,횡령죄 합의,고양 횡령죄 합의 | 고양 횡령죄 사건에서 합의가 이루어지면 처벌 수위가 달라질 수 있나요?,1,2373
518,형사,수원,사기죄 기소유예,수원 사기죄 기소유예 | 수원 사기죄 기소유예를 받으려면 피해 회복이 얼마나 중요한가요?,1,2473
517,학교폭력,,학교폭력전학,학교폭력전학 | 학교폭력전학 처분을 받으면 어떤 절차로 다툴 수 있나요?,1,2360
516,학교폭력,,학폭위피해자,학폭위피해자 | 학폭위피해자로 출석할 때 피해 사실은 어떻게 정리해야 하나요?,1,2346
515,성범죄,,불법촬영 피의자,불법촬영 피의자 | 불법촬영 피의자로 조사받으면 휴대폰 제출 전에 무엇을 확인해야 하나요?,1,2440
514,성범죄,,준강간 증거,준강간 증거 | 준강간 혐의에서 당시 대화 내역과 동선은 어떻게 활용되나요?,1,2369
513,성범죄,,강제추행 증거,강제추행 증거 | 강제추행 사건에서 CCTV가 없으면 어떤 증거가 중요하게 보이나요?,1,2311
512,성범죄,,성범죄 기소,성범죄 기소 | 성범죄 사건에서 기소 여부는 어떤 기준으로 결정되나요?,1,2395
511,형사,,사이버모욕죄,사이버모욕죄 | 온라인 댓글로 사이버모욕죄 고소를 당하면 어떻게 대응해야 하나요?,1,2360
510,형사,,보이스피싱 방조,보이스피싱 방조 | 보이스피싱 방조 혐의를 받으면 몰랐다는 주장을 어떻게 입증해야 하나요?,1,2467
509,형사,,횡령죄 합의,횡령죄 합의 | 횡령죄 사건에서 합의가 이루어지면 처벌 수위가 달라질 수 있나요?,1,2373
508,형사,,사기죄 기소유예,사기죄 기소유예 | 사기죄 기소유예를 받으려면 피해 회복이 얼마나 중요한가요?,1,2473
503,학교폭력,울산,학교폭력피해보상,울산 학교폭력피해보상 | 울산 학교폭력피해보상은 치료비와 위자료까지 청구할 수 있나요?,1,2314
502,학교폭력,대전,학폭위가해자,대전 학폭위가해자 | 대전 학폭위가해자로 출석할 때 학생 진술은 어떻게 준비해야 하나요?,1,2324
501,성범죄,광주,통매음 고소대응,광주 통매음 고소대응 | 광주 통매음 고소대응은 대화 전체 맥락을 어떻게 정리해야 하나요?,1,2221
500,성범죄,대구,준강제추행 경찰조사,대구 준강제추행 경찰조사 | 대구 준강제추행 경찰조사에서는 당시 음주 정도를 어떻게 소명해야 하나요?,1,2404
499,성범죄,인천,강제추행,인천 강제추행 변호사 | 인천 강제추행 사건에서 목격자 진술은 어떻게 활용될 수 있나요?,1,2386
498,성범죄,부산,성범죄 피고소인,부산 성범죄 피고소인 | 부산 성범죄 피고소인이 되면 첫 조사 전 무엇을 준비해야 하나요?,1,2396
497,형사,서울,카톡 명예훼손,서울 카톡 명예훼손 | 서울 단체 카톡방에서 한 말도 명예훼손으로 고소될 수 있나요?,1,2281
496,형사,제주,전자금융거래법,제주 전자금융거래법 변호사 | 제주 계좌를 빌려준 사실만으로 전자금융거래법 위반이 될 수 있나요?,1,2418
495,형사,통영,사기죄 피의자,통영 사기죄 피의자 | 통영 사기죄 피의자로 조사받을 때 거래 경위는 어떻게 정리해야 하나요?,1,2517
494,형사,서산,유사수신,서산 유사수신 변호사 | 서산 원금 보장을 내세워 투자금을 모았다면 유사수신 혐의가 성립할 수 있나요?,1,2539
493,학교폭력,,학교폭력피해보상,학교폭력피해보상 | 학교폭력피해보상은 치료비와 위자료까지 청구할 수 있나요?,1,2314
492,학교폭력,,학폭위가해자,학폭위가해자 | 학폭위가해자로 출석할 때 학생 진술은 어떻게 준비해야 하나요?,1,2324
491,성범죄,,통매음 고소대응,통매음 고소대응 | 통매음 고소대응은 대화 전체 맥락을 어떻게 정리해야 하나요?,1,2221
490,성범죄,,준강제추행 경찰조사,준강제추행 경찰조사 | 준강제추행 경찰조사에서는 당시 음주 정도를 어떻게 소명해야 하나요?,1,2404
489,성범죄,,강제추행,강제추행 변호사 | 강제추행 사건에서 목격자 진술은 어떻게 활용될 수 있나요?,1,2386
488,성범죄,,성범죄 피고소인,성범죄 피고소인 | 성범죄 피고소인이 되면 첫 조사 전 무엇을 준비해야 하나요?,1,2396
487,형사,,카톡 명예훼손,카톡 명예훼손 | 단체 카톡방에서 한 말도 명예훼손으로 고소될 수 있나요?,1,2281
486,형사,,전자금융거래법,전자금융거래법 변호사 | 계좌를 빌려준 사실만으로 전자금융거래법 위반이 될 수 있나요?,1,2418
485,형사,,사기죄 피의자,사기죄 피의자 | 사기죄 피의자로 조사받을 때 거래 경위는 어떻게 정리해야 하나요?,1,2517
484,형사,,유사수신,유사수신 변호사 | 원금 보장을 내세워 투자금을 모았다면 유사수신 혐의가 성립할 수 있나요?,1,2539
483,학교폭력,강릉,학교폭력합의서,강릉 학교폭력합의서 | 강릉 학교폭력합의서를 작성할 때 재발 방지 문구도 넣어야 하나요?,1,2102
482,학교폭력,목포,학폭위행정소송,목포 학폭위행정소송 | 목포 학폭위행정소송은 행정심판과 어떤 차이가 있나요?,1,1925
481,성범죄,군산,불법촬영 처벌,군산 불법촬영 처벌 | 군산 불법촬영 처벌 수위는 촬영 횟수와 유포 여부에 따라 달라지나요?,1,1981
480,성범죄,순천,준강간 피의자,순천 준강간 피의자 | 순천 준강간 피의자로 조사받을 때 술자리 이후 정황은 어떻게 소명해야 하나요?,1,1902
479,성범죄,춘천,강제추행 조사,춘천 강제추행 조사 | 춘천 강제추행 조사를 앞두고 당시 접촉 경위는 어떻게 정리해야 하나요?,1,1801
478,성범죄,진주,성범죄 피고소,진주 성범죄 피고소 | 진주 성범죄 피고소 사실을 알게 되면 피해자와 연락해도 되나요?,1,1938
477,형사,원주,협박죄 고소,원주 협박죄 고소 | 원주 협박죄 고소를 당하면 실제 해악 고지가 있었는지가 중요한가요?,1,1957
476,형사,의정부,폭행죄 경찰조사,의정부 폭행죄 경찰조사 | 의정부 폭행죄 경찰조사에서는 CCTV와 진단서가 어떻게 판단되나요?,1,2107
475,형사,포항,사기죄 무혐의,포항 사기죄 무혐의 | 포항 사기죄 무혐의를 주장하려면 거래 당시 변제 의사를 어떻게 입증해야 하나요?,1,2344
474,형사,김천구미,범죄수익은닉규제법,김천구미 범죄수익은닉규제법 | 김천구미 범죄수익을 대신 보관하거나 송금하면 처벌될 수 있나요?,1,2463
473,학교폭력,,학교폭력합의서,학교폭력합의서 | 학교폭력합의서를 작성할 때 재발 방지 문구도 넣어야 하나요?,1,2102
472,학교폭력,,학폭위행정소송,학폭위행정소송 | 학폭위행정소송은 행정심판과 어떤 차이가 있나요?,1,1925
471,성범죄,,불법촬영 처벌,불법촬영 처벌 | 불법촬영 처벌 수위는 촬영 횟수와 유포 여부에 따라 달라지나요?,1,1981
470,성범죄,,준강간 피의자,준강간 피의자 | 준강간 피의자로 조사받을 때 술자리 이후 정황은 어떻게 소명해야 하나요?,1,1902
469,성범죄,,강제추행 조사,강제추행 조사 | 강제추행 조사를 앞두고 당시 접촉 경위는 어떻게 정리해야 하나요?,1,1801
468,성범죄,,성범죄 피고소,성범죄 피고소 | 성범죄 피고소 사실을 알게 되면 피해자와 연락해도 되나요?,1,1938
467,형사,,협박죄 고소,협박죄 고소 | 협박죄 고소를 당하면 실제 해악 고지가 있었는지가 중요한가요?,1,1957
466,형사,,폭행죄 경찰조사,폭행죄 경찰조사 | 폭행죄 경찰조사에서는 CCTV와 진단서가 어떻게 판단되나요?,1,2107
465,형사,,사기죄 무혐의,사기죄 무혐의 | 사기죄 무혐의를 주장하려면 거래 당시 변제 의사를 어떻게 입증해야 하나요?,1,2344
464,형사,,범죄수익은닉규제법,범죄수익은닉규제법 | 범죄수익을 대신 보관하거나 송금하면 처벌될 수 있나요?,1,2463
463,학교폭력,안양,학교폭력고소절차,안양 학교폭력고소절차 | 안양 학교폭력고소절차는 학폭위 절차와 별도로 진행될 수 있나요?,1,1822
462,학교폭력,평택,학폭위처분불복,평택 학폭위처분불복 | 평택 학폭위처분불복은 처분 통지를 받은 뒤 어떤 절차로 진행하나요?,1,1748
461,성범죄,안산,통매음 처벌,안산 통매음 처벌 | 안산 통매음 처벌 수위는 메시지 내용과 반복성에 따라 달라질 수 있나요?,1,1770
460,형사,전주,불법촬영 무혐의,전주 불법촬영 무혐의 | 전주 불법촬영 무혐의를 주장하려면 촬영 의도와 저장 여부가 중요하게 보이나요?,1,1790
459,성범죄,천안,강제추행 피의자,천안 강제추행 피의자 | 천안 강제추행 피의자로 조사받을 때 첫 진술에서 무엇을 조심해야 하나요?,1,1775
458,성범죄,남양주,성추행 무혐의,남양주 성추행 무혐의 | 남양주 성추행 무혐의를 주장하려면 당시 동선과 정황을 어떻게 입증해야 하나요?,1,1884
457,형사,부천,정보통신망법위반,부천 정보통신망법위반 | 부천 온라인 게시글이나 댓글이 정보통신망법위반으로 문제될 수 있나요?,1,1994
456,형사,청주,횡령죄 경찰조사,청주 횡령죄 경찰조사 | 청주 횡령죄 경찰조사를 앞두고 자금 사용 내역은 어떻게 정리해야 하나요?,1,1976
455,형사,성남,사기죄 고소,성남 사기죄 고소 | 성남 사기죄 고소를 당했을 때 변제 의사와 변제 능력은 어떻게 판단되나요?,1,2083
454,형사,창원,위증죄,창원 위증죄 변호사 | 창원 수사나 재판 과정에서 사실과 다르게 말하면 위증죄가 성립할 수 있나요?,1,2262
453,학교폭력,,학교폭력고소절차,학교폭력고소절차 | 학교폭력고소절차는 학폭위 절차와 별도로 진행될 수 있나요?,1,1822
452,학교폭력,,학폭위처분불복,학폭위처분불복 | 학폭위처분불복은 처분 통지를 받은 뒤 어떤 절차로 진행하나요?,1,1748
451,성범죄,,통매음 처벌,통매음 처벌 | 통매음 처벌 수위는 메시지 내용과 반복성에 따라 달라질 수 있나요?,1,1770
450,형사,,불법촬영 무혐의,불법촬영 무혐의 | 불법촬영 무혐의를 주장하려면 촬영 의도와 저장 여부가 중요하게 보이나요?,1,1790
449,성범죄,,강제추행 피의자,강제추행 피의자 | 강제추행 피의자로 조사받을 때 첫 진술에서 무엇을 조심해야 하나요?,1,1775
448,성범죄,,성추행 무혐의,성추행 무혐의 | 성추행 무혐의를 주장하려면 당시 동선과 정황을 어떻게 입증해야 하나요?,1,1884
447,형사,,정보통신망법위반,정보통신망법위반 | 온라인 게시글이나 댓글이 정보통신망법위반으로 문제될 수 있나요?,1,1994
446,형사,,횡령죄 경찰조사,횡령죄 경찰조사 | 횡령죄 경찰조사를 앞두고 자금 사용 내역은 어떻게 정리해야 하나요?,1,1976
445,형사,,사기죄 고소,사기죄 고소 | 사기죄 고소를 당했을 때 변제 의사와 변제 능력은 어떻게 판단되나요?,1,2083
444,형사,,위증죄,위증죄 변호사 | 수사나 재판 과정에서 사실과 다르게 말하면 위증죄가 성립할 수 있나요?,1,2262
443,학교폭력,고양,학교폭력항소,고양 학교폭력항소 | 고양 학교폭력항소는 1심 결과가 나온 뒤 언제까지 준비해야 하나요?,1,1856
442,학교폭력,수원,학폭위소송,수원 학폭위소송 | 수원 학폭위소송은 어떤 처분을 받았을 때 검토해야 하나요?,1,1778
441,성범죄,울산,준강제추행 처벌,울산 준강제추행 처벌 | 울산 준강제추행 처벌은 피해자의 심신상실 상태가 인정되면 무거워지나요?,1,1907
440,성범죄,대전,강제추행죄 처벌,대전 강제추행죄 처벌 | 대전 강제추행죄 처벌 수위는 합의 여부에 따라 달라질 수 있나요?,1,1942
439,성범죄,광주,아동청소년보호법 위반,광주 아동청소년보호법 위반 | 광주 아동청소년보호법 위반 혐의를 받으면 초기 대응이 왜 중요한가요?,1,1931
438,성범죄,대구,성범죄 무고,대구 성범죄 무고 | 대구 성범죄 무고를 주장하려면 어떤 증거가 필요하나요?,1,1818
437,형사,인천,보이스피싱 피해구제,인천 보이스피싱 피해구제 | 인천 보이스피싱 피해구제는 신고 후 어떤 절차로 진행되나요?,1,1911
436,형사,부산,업무상배임죄,부산 업무상배임죄 | 부산 회사 결정으로 손해가 발생하면 업무상배임죄가 문제될 수 있나요?,1,1893
435,형사,서울,공갈협박,서울 공갈협박 변호사 | 서울 금전 요구 과정에서 협박성 발언이 있었다면 공갈협박으로 처벌될 수 있나요?,1,2056
434,형사,제주,특정경제범죄가중처벌법,제주 특정경제범죄가중처벌법 | 제주 피해 금액이 크면 특정경제범죄가중처벌법이 적용될 수 있나요?,1,2250
433,학교폭력,,학교폭력항소,학교폭력항소 | 학교폭력항소는 1심 결과가 나온 뒤 언제까지 준비해야 하나요?,1,1856
432,학교폭력,,학폭위소송,학폭위소송 | 학폭위소송은 어떤 처분을 받았을 때 검토해야 하나요?,1,1778
431,성범죄,,준강제추행 처벌,준강제추행 처벌 | 준강제추행 처벌은 피해자의 심신상실 상태가 인정되면 무거워지나요?,1,1907
430,성범죄,,강제추행죄 처벌,강제추행죄 처벌 | 강제추행죄 처벌 수위는 합의 여부에 따라 달라질 수 있나요?,1,1942
429,성범죄,,아동청소년보호법 위반,아동청소년보호법 위반 | 아동청소년보호법 위반 혐의를 받으면 초기 대응이 왜 중요한가요?,1,1931
428,성범죄,,성범죄 무고,성범죄 무고 | 성범죄 무고를 주장하려면 어떤 증거가 필요하나요?,1,1818
427,형사,,보이스피싱 피해구제,보이스피싱 피해구제 | 보이스피싱 피해구제는 신고 후 어떤 절차로 진행되나요?,1,1911
426,형사,,업무상배임죄,업무상배임죄 | 회사 결정으로 손해가 발생하면 업무상배임죄가 문제될 수 있나요?,1,1893
425,형사,,공갈협박,공갈협박 변호사 | 금전 요구 과정에서 협박성 발언이 있었다면 공갈협박으로 처벌될 수 있나요?,1,2056
424,형사,,특정경제범죄가중처벌법,특정경제범죄가중처벌법 | 피해 금액이 크면 특정경제범죄가중처벌법이 적용될 수 있나요?,1,2250
423,학교폭력,통영,학교폭력재판,통영 학교폭력재판 | 통영 학교폭력재판까지 이어지는 경우는 어떤 상황인가요?,1,1798
422,학교폭력,서산,학폭위위원회,서산 학폭위위원회 | 서산 학폭위위원회에서는 학생 진술과 증거를 어떤 기준으로 판단하나요?,1,1848
421,성범죄,강릉,준강간 처벌,강릉 준강간 처벌 | 강릉 준강간 처벌은 피해자의 항거불능 상태가 인정되면 무거워질 수 있나요?,1,1915
420,성범죄,목포,강제추행 처벌,목포 강제추행 처벌 | 목포 강제추행 처벌 수위는 접촉 부위와 당시 상황에 따라 달라지나요?,1,1885
419,성범죄,군산,아청법위반,군산 아청법위반 | 군산 미성년자 관련 촬영물을 소지한 경우도 아청법위반으로 처벌될 수 있나요?,1,1935
418,성범죄,순천,성범죄전문,순천 성범죄전문변호사 | 순천 성범죄 사건은 왜 초기 진술이 결과에 크게 영향을 주나요?,0,1832
417,형사,춘천,사이버사기,춘천 사이버사기 변호사 | 춘천 온라인 거래 사기 혐의를 받으면 대화 내역이 중요한 증거가 되나요?,1,1842
416,형사,진주,대여금사기,진주 대여금사기 | 진주 빌린 돈을 갚지 못하면 모두 대여금사기로 고소될 수 있나요?,1,1905
415,형사,원주,유사수신행위,원주 유사수신행위 | 원주 원금 보장을 약속하고 투자금을 모으면 유사수신행위가 될 수 있나요?,1,2130
414,형사,의정부,자본시장법위반,의정부 자본시장법위반 | 의정부 허위 투자정보를 제공한 경우 자본시장법위반으로 처벌될 수 있나요?,1,2484
413,학교폭력,,학교폭력재판,학교폭력재판 | 학교폭력재판까지 이어지는 경우는 어떤 상황인가요?,1,1798
412,학교폭력,,학폭위위원회,학폭위위원회 | 학폭위위원회에서는 학생 진술과 증거를 어떤 기준으로 판단하나요?,1,1848
411,성범죄,,준강간 처벌,준강간 처벌 | 준강간 처벌은 피해자의 항거불능 상태가 인정되면 무거워질 수 있나요?,1,1915
410,성범죄,,강제추행 처벌,강제추행 처벌 | 강제추행 처벌 수위는 접촉 부위와 당시 상황에 따라 달라지나요?,1,1885
409,성범죄,,아청법위반,아청법위반 | 미성년자 관련 촬영물을 소지한 경우도 아청법위반으로 처벌될 수 있나요?,1,1935
408,성범죄,,성범죄전문,성범죄전문변호사 | 성범죄 사건은 왜 초기 진술이 결과에 크게 영향을 주나요?,0,1832
407,형사,,사이버사기,사이버사기 변호사 | 온라인 거래 사기 혐의를 받으면 대화 내역이 중요한 증거가 되나요?,1,1842
406,형사,,대여금사기,대여금사기 | 빌린 돈을 갚지 못하면 모두 대여금사기로 고소될 수 있나요?,1,1905
405,형사,,유사수신행위,유사수신행위 | 원금 보장을 약속하고 투자금을 모으면 유사수신행위가 될 수 있나요?,1,2130
404,형사,,자본시장법위반,자본시장법위반 | 허위 투자정보를 제공한 경우 자본시장법위반으로 처벌될 수 있나요?,1,2484
403,학교폭력,포항,학교폭력행정소송,포항 학교폭력행정소송 | 포항 학교폭력행정소송을 제기하면 처분 효력을 멈출 수 있나요?,1,2262
402,학교폭력,김천구미,학폭처벌수위,김천구미 학폭처벌수위 | 김천구미 학폭처벌수위는 피해 정도와 합의 여부에 따라 달라질 수 있나요?,1,2248
401,성범죄,안양,통매음,안양 통매음 변호사 | 안양 통매음 혐의에서 성적 의도가 없었다는 점은 어떻게 소명하나요?,1,2227
400,성범죄,평택,준강간 혐의,평택 준강간 혐의 | 평택 준강간 혐의에서 당시 술자리 정황은 어떻게 입증해야 하나요?,1,2306
399,성범죄,안산,강제추행 고소,안산 강제추행 고소 | 안산 강제추행 고소를 당하면 피해자와 합의를 먼저 시도해도 되나요?,1,2301
398,성범죄,전주,성범죄 조사,전주 성범죄 조사 | 전주 성범죄 조사를 앞두고 진술을 번복하면 불리하게 작용하나요?,1,2400
397,형사,천안,특수상해,천안 특수상해 변호사 | 천안 위험한 물건이 사용되면 특수상해로 처벌이 무거워질 수 있나요?,1,2365
396,형사,남양주,업무상횡령죄,남양주 업무상횡령죄 | 남양주 업무상횡령죄는 개인적으로 잠깐 사용한 돈도 문제가 될 수 있나요?,1,2363
395,형사,부천,사기죄 합의,부천 사기죄 합의 | 부천 사기죄 합의를 하면 형사처벌을 피할 수 있나요?,1,2537
394,형사,청주,도박죄,청주 도박죄 변호사 | 청주 단순 이용자도 도박죄로 처벌될 수 있나요?,1,2821
393,학교폭력,,학교폭력행정소송,학교폭력행정소송 | 학교폭력행정소송을 제기하면 처분 효력을 멈출 수 있나요?,1,2262
392,학교폭력,,학폭처벌수위,학폭처벌수위 | 학폭처벌수위는 피해 정도와 합의 여부에 따라 달라질 수 있나요?,1,2248
391,성범죄,,통매음,통매음 변호사 | 통매음 혐의에서 성적 의도가 없었다는 점은 어떻게 소명하나요?,1,2227
390,성범죄,,준강간 혐의,준강간 혐의 | 준강간 혐의에서 당시 술자리 정황은 어떻게 입증해야 하나요?,1,2306
389,성범죄,,강제추행 고소,강제추행 고소 | 강제추행 고소를 당하면 피해자와 합의를 먼저 시도해도 되나요?,1,2301
388,성범죄,,성범죄 조사,성범죄 조사 | 성범죄 조사를 앞두고 진술을 번복하면 불리하게 작용하나요?,1,2400
387,형사,,특수상해,특수상해 변호사 | 위험한 물건이 사용되면 특수상해로 처벌이 무거워질 수 있나요?,1,2365
386,형사,,업무상횡령죄,업무상횡령죄 | 업무상횡령죄는 개인적으로 잠깐 사용한 돈도 문제가 될 수 있나요?,1,2363
385,형사,,사기죄 합의,사기죄 합의 | 사기죄 합의를 하면 형사처벌을 피할 수 있나요?,1,2537
384,형사,,도박죄,도박죄 변호사 | 단순 이용자도 도박죄로 처벌될 수 있나요?,1,2821
383,학교폭력,성남,학교폭력행정소송,성남 학교폭력행정소송 | 성남 학교폭력행정소송을 제기하면 처분 효력을 멈출 수 있나요?,1,1103
382,학교폭력,창원,학폭처벌수위,창원 학폭처벌수위 | 창원 학폭처벌수위는 피해 정도와 합의 여부에 따라 달라질 수 있나요?,1,1088
381,성범죄,고양,통매음,고양 통매음 변호사 | 고양 통매음 혐의에서 성적 의도가 없었다는 점은 어떻게 소명하나요?,1,1135
380,성범죄,수원,준강간 혐의,수원 준강간 혐의 | 수원 준강간 혐의에서 당시 술자리 정황은 어떻게 입증해야 하나요?,1,1128
379,성범죄,울산,강제추행 고소,울산 강제추행 고소 | 울산 강제추행 고소를 당하면 피해자와 합의를 먼저 시도해도 되나요?,1,1137
378,성범죄,대전,성범죄 조사,대전 성범죄 조사 | 대전 성범죄 조사를 앞두고 진술을 번복하면 불리하게 작용하나요?,1,1158
377,형사,광주,특수상해,광주 특수상해 변호사 | 광주 위험한 물건이 사용되면 특수상해로 처벌이 무거워질 수 있나요?,1,1118
