wr_id,cat,region,base_kw,title,has5,body_len
376,형사,대구,업무상횡령죄,대구 업무상횡령죄 | 대구 업무상횡령죄는 개인적으로 잠깐 사용한 돈도 문제가 될 수 있나요?,1,1144
375,형사,인천,사기죄 합의,인천 사기죄 합의 | 인천 사기죄 합의를 하면 형사처벌을 피할 수 있나요?,1,1233
374,형사,부산,도박죄,부산 도박죄 변호사 | 부산 단순 이용자도 도박죄로 처벌될 수 있나요?,1,1339
373,학교폭력,,학교폭력행정소송,학교폭력행정소송 | 학교폭력행정소송을 제기하면 처분 효력을 멈출 수 있나요?,1,1103
372,학교폭력,,학폭처벌수위,학폭처벌수위 | 학폭처벌수위는 피해 정도와 합의 여부에 따라 달라질 수 있나요?,1,1088
371,성범죄,,통매음,통매음 변호사 | 통매음 혐의에서 성적 의도가 없었다는 점은 어떻게 소명하나요?,1,1135
370,성범죄,,준강간 혐의,준강간 혐의 | 준강간 혐의에서 당시 술자리 정황은 어떻게 입증해야 하나요?,1,1128
369,성범죄,,강제추행 고소,강제추행 고소 | 강제추행 고소를 당하면 피해자와 합의를 먼저 시도해도 되나요?,1,1137
368,성범죄,,성범죄 조사,성범죄 조사 | 성범죄 조사를 앞두고 진술을 번복하면 불리하게 작용하나요?,1,1158
367,형사,,특수상해,특수상해 변호사 | 위험한 물건이 사용되면 특수상해로 처벌이 무거워질 수 있나요?,1,1118
366,형사,,업무상횡령죄,업무상횡령죄 | 업무상횡령죄는 개인적으로 잠깐 사용한 돈도 문제가 될 수 있나요?,1,1144
365,형사,,사기죄 합의,사기죄 합의 | 사기죄 합의를 하면 형사처벌을 피할 수 있나요?,1,1233
364,형사,,도박죄,도박죄 변호사 | 단순 이용자도 도박죄로 처벌될 수 있나요?,1,1339
363,학교폭력,서울,학폭행정소송,서울 학폭행정소송 | 서울 학폭행정소송은 어떤 처분을 받았을 때 검토해야 하나요?,1,1220
362,학교폭력,제주,학폭가해자,제주 학폭가해자 | 제주 학폭가해자로 지목되면 보호자는 무엇부터 확인해야 하나요?,1,1241
361,성범죄,통영,불법촬영 포렌식,통영 불법촬영 포렌식 | 통영 불법촬영 포렌식에서 삭제된 사진도 확인될 수 있나요?,1,1206
360,성범죄,서산,통매음 경찰조사,서산 통매음 경찰조사 | 서산 통매음 경찰조사에서는 대화 맥락이 왜 중요하게 보이나요?,1,1236
359,성범죄,강릉,강제추행 기소유예,강릉 강제추행 기소유예 | 강릉 강제추행 기소유예를 받으려면 합의 외에 무엇이 중요하나요?,1,1168
358,성범죄,목포,성범죄 무혐의,목포 성범죄 무혐의 | 목포 성범죄 무혐의를 받으려면 어떤 증거를 먼저 확보해야 하나요?,1,1226
357,형사,군산,특수협박,군산 특수협박 변호사 | 군산 위험한 물건을 들고 말다툼을 했다면 특수협박이 성립할 수 있나요?,1,1239
356,형사,순천,카카오톡 명예훼손,순천 카카오톡 명예훼손 | 순천 카카오톡 대화방에서 한 말도 명예훼손이 될 수 있나요?,1,1248
355,형사,춘천,중고거래사기,춘천 중고거래사기 변호사 | 춘천 중고거래사기로 고소당했을 때 환불하면 처벌을 피할 수 있나요?,1,1291
354,형사,진주,전세사기,진주 전세사기 변호사 | 진주 전세사기 혐의를 받으면 단순 계약 분쟁과 어떻게 구별해야 하나요?,1,1438
353,학교폭력,,학폭행정소송,학폭행정소송 | 학폭행정소송은 어떤 처분을 받았을 때 검토해야 하나요?,1,1220
352,학교폭력,,학폭가해자,학폭가해자 | 학폭가해자로 지목되면 보호자는 무엇부터 확인해야 하나요?,1,1241
351,성범죄,,불법촬영 포렌식,불법촬영 포렌식 | 불법촬영 포렌식에서 삭제된 사진도 확인될 수 있나요?,1,1206
350,성범죄,,통매음 경찰조사,통매음 경찰조사 | 통매음 경찰조사에서는 대화 맥락이 왜 중요하게 보이나요?,1,1236
349,성범죄,,강제추행 기소유예,강제추행 기소유예 | 강제추행 기소유예를 받으려면 합의 외에 무엇이 중요하나요?,1,1168
348,성범죄,,성범죄 무혐의,성범죄 무혐의 | 성범죄 무혐의를 받으려면 어떤 증거를 먼저 확보해야 하나요?,1,1226
347,형사,,특수협박,특수협박 변호사 | 위험한 물건을 들고 말다툼을 했다면 특수협박이 성립할 수 있나요?,1,1239
346,형사,,카카오톡 명예훼손,카카오톡 명예훼손 | 카카오톡 대화방에서 한 말도 명예훼손이 될 수 있나요?,1,1248
345,형사,,중고거래사기,중고거래사기 변호사 | 중고거래사기로 고소당했을 때 환불하면 처벌을 피할 수 있나요?,1,1291
344,형사,,전세사기,전세사기 변호사 | 전세사기 혐의를 받으면 단순 계약 분쟁과 어떻게 구별해야 하나요?,1,1438
343,학교폭력,원주,학교폭력징계,원주 학교폭력징계 | 원주 학교폭력징계 수위가 과하다고 느껴지면 어떻게 다툴 수 있나요?,1,1385
342,학교폭력,의정부,학폭위진술서,의정부 학폭위진술서 | 의정부 학폭위진술서는 어떤 내용 중심으로 작성해야 하나요?,1,1548
341,성범죄,포항,불법촬영 합의,포항 불법촬영 합의 | 포항 불법촬영 합의가 이루어지면 기소유예 가능성이 높아질 수 있나요?,1,1548
340,성범죄,김천구미,준강제추행 합의,김천구미 준강제추행 합의 | 김천구미 준강제추행 합의를 진행할 때 피해자와 직접 연락해도 되나요?,1,1484
339,성범죄,안양,강제추행 혐의,안양 강제추행 혐의 | 안양 강제추행 혐의에서 신체 접촉이 우연이었다는 점은 어떻게 소명하나요?,1,1610
338,성범죄,평택,성범죄 경찰출석,평택 성범죄 경찰출석 | 평택 성범죄 경찰출석 요구를 받으면 혼자 조사받아도 괜찮나요?,1,1580
337,형사,안산,강요죄,안산 강요죄 변호사 | 안산 상대방에게 행동을 요구한 것이 강요죄로 인정될 수 있나요?,1,1542
336,형사,전주,재물손괴죄,전주 재물손괴죄 변호사 | 전주 물건을 부순 사실이 있으면 합의만으로 사건이 끝날 수 있나요?,1,1597
335,형사,천안,보이스피싱 연루,천안 보이스피싱 연루 | 천안 보이스피싱 연루 혐의를 받으면 몰랐다는 주장을 어떻게 입증해야 하나요?,1,1697
334,형사,남양주,사기죄 경찰조사,남양주 사기죄 경찰조사 | 남양주 사기죄 경찰조사를 앞두고 거래 내역은 어떻게 정리해야 하나요?,1,2050
333,학교폭력,,학교폭력징계,학교폭력징계 | 학교폭력징계 수위가 과하다고 느껴지면 어떻게 다툴 수 있나요?,1,1385
332,학교폭력,,학폭위진술서,학폭위진술서 | 학폭위진술서는 어떤 내용 중심으로 작성해야 하나요?,1,1548
331,성범죄,,불법촬영 합의,불법촬영 합의 | 불법촬영 합의가 이루어지면 기소유예 가능성이 높아질 수 있나요?,1,1548
330,성범죄,,준강제추행 합의,준강제추행 합의 | 준강제추행 합의를 진행할 때 피해자와 직접 연락해도 되나요?,1,1484
329,성범죄,,강제추행 혐의,강제추행 혐의 | 강제추행 혐의에서 신체 접촉이 우연이었다는 점은 어떻게 소명하나요?,1,1610
328,성범죄,,성범죄 경찰출석,성범죄 경찰출석 | 성범죄 경찰출석 요구를 받으면 혼자 조사받아도 괜찮나요?,1,1580
327,형사,,강요죄,강요죄 변호사 | 상대방에게 행동을 요구한 것이 강요죄로 인정될 수 있나요?,1,1542
326,형사,,재물손괴죄,재물손괴죄 변호사 | 물건을 부순 사실이 있으면 합의만으로 사건이 끝날 수 있나요?,1,1597
325,형사,,보이스피싱 연루,보이스피싱 연루 | 보이스피싱 연루 혐의를 받으면 몰랐다는 주장을 어떻게 입증해야 하나요?,1,1697
324,형사,,사기죄 경찰조사,사기죄 경찰조사 | 사기죄 경찰조사를 앞두고 거래 내역은 어떻게 정리해야 하나요?,1,2050
323,학교폭력,부천,학교폭력피해자,부천 학교폭력피해자 | 부천 학교폭력피해자는 학폭위 전에 어떤 증거를 확보해야 하나요?,0,1726
322,학교폭력,청주,학폭위준비,청주 학폭위준비 | 청주 학폭위준비를 할 때 보호자가 먼저 확인해야 할 자료는 무엇인가요?,0,1615
321,성범죄,성남,카메라등이용촬영죄 합의,성남 카메라등이용촬영죄 합의 | 성남 카메라등이용촬영죄 합의는 언제 진행하는 것이 안전한가요?,0,1650
320,성범죄,창원,통신매체음란죄,창원 통신매체음란죄 | 창원 통신매체음란죄는 장난으로 보낸 메시지도 문제가 될 수 있나요?,0,1625
319,성범죄,고양,준강간 합의,고양 준강간 합의 | 고양 준강간 사건에서 합의가 있어도 수사가 계속될 수 있나요?,0,1791
318,성범죄,수원,성추행 경찰조사,수원 성추행 경찰조사 | 수원 성추행 경찰조사를 앞두고 피해자 진술과 다른 부분은 어떻게 정리해야 하나요?,0,1832
317,형사,울산,상해죄,울산 상해죄 변호사 | 울산 다툼 중 상대방이 다쳤다면 상해죄로 처벌될 수 있나요?,0,1798
316,형사,대전,사이버명예훼손,대전 사이버명예훼손 | 대전 온라인 댓글이나 게시글도 사이버명예훼손으로 처벌될 수 있나요?,0,1884
315,형사,광주,대포통장 처벌,광주 대포통장 처벌 | 광주 대포통장으로 이용된 계좌 명의자도 형사처벌을 받을 수 있나요?,1,2680
314,형사,대구,금융사기,대구 금융사기 변호사 | 대구 금융사기 혐의를 받으면 투자 실패와 사기는 어떻게 구별되나요?,1,2972
313,학교폭력,,학교폭력피해자,학교폭력피해자 | 학교폭력피해자는 학폭위 전에 어떤 증거를 확보해야 하나요?,0,1726
312,학교폭력,,학폭위준비,학폭위준비 | 학폭위준비를 할 때 보호자가 먼저 확인해야 할 자료는 무엇인가요?,0,1615
311,성범죄,,카메라등이용촬영죄 합의,카메라등이용촬영죄 합의 | 카메라등이용촬영죄 합의는 언제 진행하는 것이 안전한가요?,0,1650
310,성범죄,,통신매체음란죄,통신매체음란죄 | 통신매체음란죄는 장난으로 보낸 메시지도 문제가 될 수 있나요?,0,1625
309,성범죄,,준강간 합의,준강간 합의 | 준강간 사건에서 합의가 있어도 수사가 계속될 수 있나요?,0,1791
308,성범죄,,성추행 경찰조사,성추행 경찰조사 | 성추행 경찰조사를 앞두고 피해자 진술과 다른 부분은 어떻게 정리해야 하나요?,0,1832
307,형사,,상해죄,상해죄 변호사 | 다툼 중 상대방이 다쳤다면 상해죄로 처벌될 수 있나요?,0,1798
306,형사,,사이버명예훼손,사이버명예훼손 | 온라인 댓글이나 게시글도 사이버명예훼손으로 처벌될 수 있나요?,0,1884
305,형사,,대포통장 처벌,대포통장 처벌 | 대포통장으로 이용된 계좌 명의자도 형사처벌을 받을 수 있나요?,1,2680
304,형사,,금융사기,금융사기 변호사 | 금융사기 혐의를 받으면 투자 실패와 사기는 어떻게 구별되나요?,1,2972
303,학교폭력,인천,학교폭력가해자,인천 학교폭력가해자 | 인천 학교폭력가해자로 신고되면 보호자는 어떤 절차부터 확인해야 하나요?,0,1400
302,학교폭력,부산,학폭위출석,부산 학폭위출석 | 부산 학폭위출석을 앞두고 학생 진술은 어떻게 준비해야 하나요?,0,1278
301,성범죄,서울,준강제추행 무혐의,서울 준강제추행 무혐의 | 서울 준강제추행 무혐의를 주장하려면 당시 상황을 어떻게 입증해야 하나요?,1,1365
300,성범죄,제주,통매음 합의,제주 통매음 합의 | 제주 통매음 사건에서 합의를 하면 처벌 수위가 낮아질 수 있나요?,1,1300
299,성범죄,통영,강제추행 피해자,통영 강제추행 피해자 | 통영 강제추행 피해를 입었을 때 진술은 어떻게 정리해야 하나요?,0,1369
298,성범죄,서산,성범죄 피해자,서산 성범죄 피해자 | 서산 성범죄 피해자는 고소 전에 어떤 증거를 먼저 확보해야 하나요?,0,1401
297,형사,강릉,폭처법 위반,강릉 폭처법 위반 | 강릉 여러 명이 함께 폭행에 가담하면 폭처법 위반으로 처벌될 수 있나요?,1,1396
296,형사,목포,도박공간개설죄,목포 도박공간개설죄 | 목포 도박사이트 운영에 일부만 관여해도 도박공간개설죄가 성립할 수 있나요?,1,1428
295,형사,군산,사기방조죄,군산 사기방조죄 | 군산 사기방조죄는 범행을 직접 하지 않아도 처벌될 수 있나요?,1,1430
294,형사,순천,보이스피싱 피해자,순천 보이스피싱 피해자 | 순천 보이스피싱 피해를 입었다면 계좌 지급정지부터 진행해야 하나요?,0,1562
293,학교폭력,,학교폭력가해자,학교폭력가해자 | 학교폭력가해자로 신고되면 보호자는 어떤 절차부터 확인해야 하나요?,0,1400
292,학교폭력,,학폭위출석,학폭위출석 | 학폭위출석을 앞두고 학생 진술은 어떻게 준비해야 하나요?,0,1278
291,성범죄,,준강제추행 무혐의,준강제추행 무혐의 | 준강제추행 무혐의를 주장하려면 당시 상황을 어떻게 입증해야 하나요?,1,1365
290,성범죄,,통매음 합의,통매음 합의 | 통매음 사건에서 합의를 하면 처벌 수위가 낮아질 수 있나요?,1,1300
289,성범죄,,강제추행 피해자,강제추행 피해자 | 강제추행 피해를 입었을 때 진술은 어떻게 정리해야 하나요?,0,1369
288,성범죄,,성범죄 피해자,성범죄 피해자 | 성범죄 피해자는 고소 전에 어떤 증거를 먼저 확보해야 하나요?,0,1401
287,형사,,폭처법 위반,폭처법 위반 | 여러 명이 함께 폭행에 가담하면 폭처법 위반으로 처벌될 수 있나요?,1,1396
286,형사,,도박공간개설죄,도박공간개설죄 | 도박사이트 운영에 일부만 관여해도 도박공간개설죄가 성립할 수 있나요?,1,1428
285,형사,,사기방조죄,사기방조죄 | 사기방조죄는 범행을 직접 하지 않아도 처벌될 수 있나요?,1,1430
284,형사,,보이스피싱 피해자,보이스피싱 피해자 | 보이스피싱 피해를 입었다면 계좌 지급정지부터 진행해야 하나요?,0,1562
283,학교폭력,춘천,학폭행정소송,춘천 학폭행정소송 | 춘천 학폭행정소송은 어떤 처분을 받았을 때 검토해야 하나요?,1,1379
282,학교폭력,진주,학폭가해자,진주 학폭가해자 | 진주 학폭가해자로 지목되면 보호자는 무엇부터 확인해야 하나요?,1,1319
281,성범죄,원주,불법촬영 포렌식,원주 불법촬영 포렌식 | 원주 불법촬영 포렌식에서 삭제된 사진도 확인될 수 있나요?,1,1439
280,성범죄,의정부,통매음 경찰조사,의정부 통매음 경찰조사 | 의정부 통매음 경찰조사에서는 대화 맥락이 왜 중요하게 보이나요?,1,1422
279,성범죄,포항,강제추행 기소유예,포항 강제추행 기소유예 | 포항 강제추행 기소유예를 받으려면 합의 외에 무엇이 중요하나요?,1,1508
278,성범죄,김천구미,성범죄 무혐의,김천구미 성범죄 무혐의 | 김천구미 성범죄 무혐의를 받으려면 어떤 증거를 먼저 확보해야 하나요?,1,1667
277,형사,안양,특수협박,안양 특수협박 변호사 | 안양 위험한 물건을 들고 말다툼을 했다면 특수협박이 성립할 수 있나요?,1,1722
276,형사,평택,카카오톡 명예훼손,평택 카카오톡 명예훼손 | 평택 카카오톡 대화방에서 한 말도 명예훼손이 될 수 있나요?,1,1570
275,형사,안산,중고거래사기,안산 중고거래사기 변호사 | 안산 중고거래사기로 고소당했을 때 환불하면 처벌을 피할 수 있나요?,1,1710
274,형사,전주,전세사기,전주 전세사기 변호사 | 전주 전세사기 혐의를 받으면 단순 계약 분쟁과 어떻게 구별해야 하나요?,1,2269
273,학교폭력,,학폭행정소송,학폭행정소송 | 학폭행정소송은 어떤 처분을 받았을 때 검토해야 하나요?,1,1379
272,학교폭력,,학폭가해자,학폭가해자 | 학폭가해자로 지목되면 보호자는 무엇부터 확인해야 하나요?,1,1319
271,성범죄,,불법촬영 포렌식,불법촬영 포렌식 | 불법촬영 포렌식에서 삭제된 사진도 확인될 수 있나요?,1,1439
270,성범죄,,통매음 경찰조사,통매음 경찰조사 | 통매음 경찰조사에서는 대화 맥락이 왜 중요하게 보이나요?,1,1422
269,성범죄,,강제추행 기소유예,강제추행 기소유예 | 강제추행 기소유예를 받으려면 합의 외에 무엇이 중요하나요?,1,1508
268,성범죄,,성범죄 무혐의,성범죄 무혐의 | 성범죄 무혐의를 받으려면 어떤 증거를 먼저 확보해야 하나요?,1,1667
267,형사,,특수협박,특수협박 변호사 | 위험한 물건을 들고 말다툼을 했다면 특수협박이 성립할 수 있나요?,1,1722
266,형사,,카카오톡 명예훼손,카카오톡 명예훼손 | 카카오톡 대화방에서 한 말도 명예훼손이 될 수 있나요?,1,1570
265,형사,,중고거래사기,중고거래사기 변호사 | 중고거래사기로 고소당했을 때 환불하면 처벌을 피할 수 있나요?,1,1710
264,형사,,전세사기,전세사기 변호사 | 전세사기 혐의를 받으면 단순 계약 분쟁과 어떻게 구별해야 하나요?,1,2269
263,학교폭력,천안,학교폭력행정심판,천안 학교폭력행정심판 | 천안 학교폭력행정심판은 학폭위 처분을 받은 뒤 언제 준비해야 하나요?,1,1240
262,학교폭력,남양주,학폭위증거,"남양주 학폭위증거 | 남양주 학폭위증거는 카톡, 녹취, 진술서 중 무엇이 가장 중요하게 보이나요?",1,1193
261,성범죄,부천,아동청소년성범죄,부천 아동청소년성범죄 | 부천 아동청소년성범죄 혐의를 받으면 일반 성범죄보다 어떤 점을 더 조심해야 하나요?,1,1222
260,성범죄,청주,강제추행 불송치,청주 강제추행 불송치 | 청주 강제추행 불송치를 받으려면 어떤 부분을 중점적으로 소명해야 하나요?,1,1255
259,성범죄,성남,준강간 경찰조사,성남 준강간 경찰조사 | 성남 준강간 경찰조사에서 술자리 전후 대화 내용이 중요한 이유는 무엇인가요?,1,1255
258,성범죄,창원,성범죄 고소대리,창원 성범죄 고소대리 | 창원 성범죄 피해자가 고소를 준비할 때 어떤 증거를 먼저 확보해야 하나요?,1,1273
257,형사,고양,무고죄,고양 무고죄 변호사 | 고양 허위 고소가 아니라 착오였어도 무고죄로 처벌될 수 있나요?,1,1305
256,형사,수원,개인정보보호법위반,수원 개인정보보호법위반 | 수원 다른 사람의 개인정보를 무단으로 사용하면 형사처벌을 받을 수 있나요?,1,1343
255,형사,울산,도주치상,울산 도주치상 변호사 | 울산 교통사고 후 현장을 벗어나면 도주치상 혐의로 처벌될 수 있나요?,1,1374
254,형사,대전,장물취득죄,대전 장물취득죄 변호사 | 대전 범죄 수익인 줄 모르고 물건을 받았다면 장물취득죄가 성립할 수 있나요?,1,1415
253,학교폭력,,학교폭력행정심판,학교폭력행정심판 | 학교폭력행정심판은 학폭위 처분을 받은 뒤 언제 준비해야 하나요?,1,1240
252,학교폭력,,학폭위증거,"학폭위증거 | 학폭위증거는 카톡, 녹취, 진술서 중 무엇이 가장 중요하게 보이나요?",1,1193
251,성범죄,,아동청소년성범죄,아동청소년성범죄 | 아동청소년성범죄 혐의를 받으면 일반 성범죄보다 어떤 점을 더 조심해야 하나요?,1,1222
250,성범죄,,강제추행 불송치,강제추행 불송치 | 강제추행 불송치를 받으려면 어떤 부분을 중점적으로 소명해야 하나요?,1,1255
249,성범죄,,준강간 경찰조사,준강간 경찰조사 | 준강간 경찰조사에서 술자리 전후 대화 내용이 중요한 이유는 무엇인가요?,1,1255
248,성범죄,,성범죄 고소대리,성범죄 고소대리 | 성범죄 피해자가 고소를 준비할 때 어떤 증거를 먼저 확보해야 하나요?,1,1273
247,형사,,무고죄,무고죄 변호사 | 허위 고소가 아니라 착오였어도 무고죄로 처벌될 수 있나요?,1,1305
246,형사,,개인정보보호법위반,개인정보보호법위반 | 다른 사람의 개인정보를 무단으로 사용하면 형사처벌을 받을 수 있나요?,1,1343
245,형사,,도주치상,도주치상 변호사 | 교통사고 후 현장을 벗어나면 도주치상 혐의로 처벌될 수 있나요?,1,1374
244,형사,,장물취득죄,장물취득죄 변호사 | 범죄 수익인 줄 모르고 물건을 받았다면 장물취득죄가 성립할 수 있나요?,1,1415
243,학교폭력,광주,학폭기록삭제,광주 학폭기록삭제 | 광주 학폭기록삭제는 어떤 조건에서 가능하나요?,1,1070
242,학교폭력,대구,학폭합의금,대구 학폭합의금 | 대구 학폭합의금은 정해진 기준이 있나요?,1,1008
241,성범죄,인천,불법촬영 경찰조사,인천 불법촬영 경찰조사 | 인천 불법촬영 경찰조사에서 휴대폰 포렌식은 어떻게 진행되나요?,1,1029
240,성범죄,부산,통매음 기소유예,부산 통매음 기소유예 | 부산 통매음 사건에서 기소유예 가능성을 높이려면 무엇을 준비해야 하나요?,1,975
239,성범죄,서울,강제추행 경찰조사,서울 강제추행 경찰조사 | 서울 강제추행 경찰조사를 앞두고 진술은 어떻게 준비해야 하나요?,1,1011
238,성범죄,제주,성범죄 불송치,제주 성범죄 불송치 | 제주 성범죄 불송치를 받으려면 어떤 증거가 중요하게 작용하나요?,1,972
237,형사,통영,로맨스스캠,통영 로맨스스캠 변호사 | 통영 로맨스스캠 사건에 연루되면 피해자와 피의자는 어떻게 구별되나요?,1,1029
236,형사,서산,모욕죄,서산 모욕죄 변호사 | 서산 단체 채팅방에서 한 말도 모욕죄로 고소될 수 있나요?,1,999
235,형사,강릉,주거침입죄,강릉 주거침입죄 변호사 | 강릉 허락 없이 집이나 사무실에 들어가면 주거침입죄가 성립할 수 있나요?,1,985
234,형사,목포,보험사기,목포 보험사기 변호사 | 목포 보험금을 청구했다가 보험사기 혐의를 받으면 어떻게 대응해야 하나요?,1,1044
233,학교폭력,,학폭기록삭제,학폭기록삭제 | 학폭기록삭제는 어떤 조건에서 가능하나요?,1,1070
232,학교폭력,,학폭합의금,학폭합의금 | 학폭합의금은 정해진 기준이 있나요?,1,1008
231,성범죄,,불법촬영 경찰조사,불법촬영 경찰조사 | 불법촬영 경찰조사에서 휴대폰 포렌식은 어떻게 진행되나요?,1,1029
230,성범죄,,통매음 기소유예,통매음 기소유예 | 통매음 사건에서 기소유예 가능성을 높이려면 무엇을 준비해야 하나요?,1,975
229,성범죄,,강제추행 경찰조사,강제추행 경찰조사 | 강제추행 경찰조사를 앞두고 진술은 어떻게 준비해야 하나요?,1,1011
228,성범죄,,성범죄 불송치,성범죄 불송치 | 성범죄 불송치를 받으려면 어떤 증거가 중요하게 작용하나요?,1,972
227,형사,,로맨스스캠,로맨스스캠 변호사 | 로맨스스캠 사건에 연루되면 피해자와 피의자는 어떻게 구별되나요?,1,1029
226,형사,,모욕죄,모욕죄 변호사 | 단체 채팅방에서 한 말도 모욕죄로 고소될 수 있나요?,1,999
225,형사,,주거침입죄,주거침입죄 변호사 | 허락 없이 집이나 사무실에 들어가면 주거침입죄가 성립할 수 있나요?,1,985
224,형사,,보험사기,보험사기 변호사 | 보험금을 청구했다가 보험사기 혐의를 받으면 어떻게 대응해야 하나요?,1,1044
223,학교폭력,군산,학폭민사소송,군산 학폭민사소송 | 군산 학폭민사소송으로 치료비와 위자료를 청구할 수 있나요?,1,1270
222,학교폭력,순천,학폭위불복,순천 학폭위불복 | 순천 학폭위불복은 처분 통지를 받은 뒤 언제까지 준비해야 하나요?,1,1294
221,성범죄,춘천,성범죄 합의,춘천 성범죄 합의 | 춘천 성범죄 사건에서 합의가 있어도 처벌이 진행될 수 있나요?,1,1473
220,성범죄,진주,유사강간,진주 유사강간 변호사 | 진주 유사강간 혐의는 강제추행과 어떤 점에서 다르게 판단되나요?,0,1442
219,성범죄,원주,강간미수,원주 강간미수 변호사 | 원주 강간미수 혐의는 실제 성관계가 없었어도 처벌될 수 있나요?,1,1468
218,성범죄,의정부,성폭력범죄,의정부 성폭력범죄 변호사 | 의정부 성폭력범죄 혐의를 받으면 초기 조사에서 어떤 진술을 조심해야 하나요?,1,1455
217,형사,포항,명예훼손 고소,포항 명예훼손 고소 | 포항 온라인에 올린 글로 명예훼손 고소를 당하면 무엇부터 확인해야 하나요?,1,1416
216,형사,김천구미,공무집행방해,김천구미 공무집행방해 변호사 | 김천구미 술에 취해 경찰관과 실랑이를 벌인 경우 공무집행방해가 될 수 있나요?,1,1479
215,형사,안양,절도죄,안양 절도죄 변호사 | 안양 절도죄 초범이면 합의 여부에 따라 처벌 수위가 달라질 수 있나요?,1,1479
214,형사,평택,사문서위조,평택 사문서위조 변호사 | 평택 동의 없이 서류를 작성했다면 사문서위조죄가 성립할 수 있나요?,1,1638
213,학교폭력,,학폭민사소송,학폭민사소송 | 학폭민사소송으로 치료비와 위자료를 청구할 수 있나요?,1,1375
212,학교폭력,,학폭위불복,학폭위불복 | 학폭위불복은 처분 통지를 받은 뒤 언제까지 준비해야 하나요?,1,1294
211,성범죄,,성범죄 합의,성범죄 합의 | 성범죄 사건에서 합의가 있어도 처벌이 진행될 수 있나요?,1,1473
210,성범죄,,유사강간,유사강간 변호사 | 유사강간 혐의는 강제추행과 어떤 점에서 다르게 판단되나요?,0,1442
209,성범죄,,강간미수,강간미수 변호사 | 강간미수 혐의는 실제 성관계가 없었어도 처벌될 수 있나요?,1,1468
208,성범죄,,성폭력범죄,성폭력범죄 변호사 | 성폭력범죄 혐의를 받으면 초기 조사에서 어떤 진술을 조심해야 하나요?,1,1455
207,형사,,명예훼손 고소,명예훼손 고소 | 온라인에 올린 글로 명예훼손 고소를 당하면 무엇부터 확인해야 하나요?,1,1416
206,형사,,공무집행방해,공무집행방해 변호사 | 술에 취해 경찰관과 실랑이를 벌인 경우 공무집행방해가 될 수 있나요?,1,1479
